row,polling_place,poll_id,polling_place,id,precinct,Location,details
417,Waterbury-71-1-Kennedy High School,698,Waterbury,71,1,Kennedy High School,
416,Waterbury-74-2-Crosby High School,695,Waterbury,74,2,Crosby High School,
415,Waterbury-74-1-Chase School,694,Waterbury,74,1,Chase School,
414,Waterbury-71-2-Gilmartin School,697,Waterbury,71,2,Gilmartin School,
413,Waterbury-72-5-Edward D Bergin Apartments,696,Waterbury,72,5,Edward D Bergin Apartments,
412,Washington-1-Town Hall,691,Washington,1,,Town Hall,
411,Waterbury-73-1-Carrington School,693,Waterbury,73,1,Carrington School,
410,Waterbury-73-2-Blessed Sacrament School,692,Waterbury,73,2,Blessed Sacrament School,
409,Windham-7-Windham Center Fire Dept,769,Windham,7,,Windham Center Fire Dept,
408,Tolland-3-The Gym At Tolland Recreation Center 3,660,Tolland,3,,The Gym At Tolland Recreation Center 3,
407,Tolland-2-Tolland Senior Center,661,Tolland,2,,Tolland Senior Center,
406,Torrington-8-Armory,662,Torrington,8,,Armory,
405,Torrington-6-City Hall 1,663,Torrington,6,,City Hall 1,
404,Torrington-7-City Hall 2,664,Torrington,7,,City Hall 2,
403,Torrington-2-Coe Park 1,665,Torrington,2,,Coe Park 1,
402,Torrington-3-Coe Park 2,666,Torrington,3,,Coe Park 2,
401,Torrington-4-Torringford School 1,667,Torrington,4,,Torringford School 1,
400,Torrington-5-Torringford School 2,668,Torrington,5,,Torringford School 2,
399,Torrington-1-Torrington Middle School,669,Torrington,1,,Torrington Middle School,
398,Newtown-1-central counting,805,Newtown,1,,central counting,
397,Newtown-1-5-central counting,806,Newtown,1,5,central counting,
396,Ansonia-5-Ward 5 Ansonia Middle School,2,Ansonia,5,,Ward 5 Ansonia Middle School,
395,Bristol-78-2-West Bristol School,78,Bristol,78,2,West Bristol School,
394,Brookfield-2-Brookfield High School,79,Brookfield,2,,Brookfield High School,
393,Thompson-2-Community Room Town Hall,655,Thompson,2,,Community Room Town Hall,
392,Bristol-77-4-Bristol Eastern High School,70,Bristol,77,4,Bristol Eastern High School,
391,Bristol-79-2-Bristol Elks Club,71,Bristol,79,2,Bristol Elks Club,
390,Bristol-78-1-Chippens Hill Middle School,72,Bristol,78,1,Chippens Hill Middle School,
389,Bristol-77-1-Edgewood School,73,Bristol,77,1,Edgewood School,
388,Bristol-79-3-Greene-Hills School,74,Bristol,79,3,Greene Hills School,
387,Bristol-77-3-Mountain View School,75,Bristol,77,3,Mountain View School,
386,Bristol-77-2-Northeast School,76,Bristol,77,2,Northeast School,
385,Bristol-79-1-Southside School,77,Bristol,79,1,Southside School,
384,Windsor Locks-2-Windsor Locks High School,778,Windsor Locks,2,,Windsor Locks High School,
383,Wolcott-1-Tyrrell Middle School,779,Wolcott,1,,Tyrrell Middle School,
382,Middletown-13-Spencer School - District 13,350,Middletown,13,,Spencer School,District 13
381,Greenwich-8-Central Middle School,208,Greenwich,8,,Central Middle School,
380,Greenwich-10-Glenville School,209,Greenwich,10,,Glenville School,
379,Greenwich-9-Bendheim Western Greenwich Civic Center,206,Greenwich,9,,Bendheim Western Greenwich Civic Center,
378,Windsor-5-Oliver Ellsworth School,773,Windsor,5,,Oliver Ellsworth School,
377,Granby-1-Granby Memorial High School - Community Gym,204,Granby,1,,Granby Memorial High School,Community Gym
376,Granby-2-Granby Memorial High School - Community Gym,205,Granby,2,,Granby Memorial High School,Community Gym
375,Goshen-1-Camp Cochipianee,202,Goshen,1,,Camp Cochipianee,
374,Windsor Locks-1-Mario Gatti Town Hall,777,Windsor Locks,1,,Mario Gatti Town Hall,
373,Glastonbury-7-District 7 - Academy Building,200,Glastonbury,7,,District 7,Academy Building
372,Glastonbury-9-District 9 - Hopewell School,201,Glastonbury,9,,District 9,Hopewell School
371,Wilton-3-Middlebrook School - District 3,759,Wilton,3,,Middlebrook School,District 3
370,Meriden-11-Israel Putnam School,329,Meriden,11,,Israel Putnam School,
369,Meriden-1-Immanuel Lutheran Church,328,Meriden,1,,Immanuel Lutheran Church,
368,Meriden-7-Chamberlain Highway Firehouse,325,Meriden,7,,Chamberlain Highway Firehouse,
367,Meriden-12-Hanover School,327,Meriden,12,,Hanover School,
366,Meriden-2-Community Towers,326,Meriden,2,,Community Towers,
365,Mansfield-1-Mansfield Community Center,321,Mansfield,1,,Mansfield Community Center,
364,Mansfield-4-Annie E. Vinton School Annex,320,Mansfield,4,,Annie E. Vinton School Annex,
363,Mansfield-3-Mansfield Library/ Buchanan Auditorium,323,Mansfield,3,,Mansfield Library/ Buchanan Auditorium,
362,Mansfield-2-Mansfield Fire Dept. #107@ Eagleville,322,Mansfield,2,,Mansfield Fire Dept. #107@ Eagleville,
361,Newtown-3-5-central counting,809,Newtown,3,5,central counting,
360,Wethersfield-3-Wethersfield United Methodist Church,756,Wethersfield,3,,Wethersfield United Methodist Church,
359,Bridgeport-124-1-Beardsley School,45,Bridgeport,124,1,Beardsley School,
358,Trumbull-2-22-St. Joseph High School 122,888,Trumbull,2,22,St. Joseph High School 122,
357,Trumbull-2-23-St. Joseph High School 123,889,Trumbull,2,23,St. Joseph High School 123,
356,Wethersfield-1-Incarnation Church Hall,752,Wethersfield,1,,Incarnation Church Hall,
355,Thomaston-1-Lena Morton Art Gallery,885,Thomaston,1,,Lena Morton Art Gallery,
354,Lyme-1-Lyme Town Hall,880,Lyme,1,,Lyme Town Hall,
353,Wethersfield-2-Keeney Cultural Center,753,Wethersfield,2,,Keeney Cultural Center,
352,Tolland-1-The Gym At Tolland Recreation Center 1,659,Tolland,1,,The Gym At Tolland Recreation Center 1,
351,Hamden-2-Hamden Collaborative Learning Center (HCLC),866,Hamden,2,,Hamden Collaborative Learning Center (HCLC),
350,Hamden-3-Keefe Community Center,867,Hamden,3,,Keefe Community Center,
349,Hamden-1-Miller Library,865,Hamden,1,,Miller Library,
348,Berlin-4-Senior Center,18,Berlin,4,,Senior Center,
347,Berlin-1-Willard School,19,Berlin,1,,Willard School,
346,Berlin-5-Griswold School,16,Berlin,5,,Griswold School,
345,Berlin-3-Hubbard School,17,Berlin,3,,Hubbard School,
344,Beacon Falls-1-Laurel Ledge School,14,Beacon Falls,1,,Laurel Ledge School,
343,Berlin-2-American Legion,15,Berlin,2,,American Legion,
342,Avon-3-Roaring Brook School,12,Avon,3,,Roaring Brook School,
341,Barkhamsted-1-Barkhamsted Elementary School,13,Barkhamsted,1,,Barkhamsted Elementary School,
340,Hamden-4-Spring Glen School,868,Hamden,4,,Spring Glen School,
339,Hamden-5-Board of Education Building,869,Hamden,5,,Board of Education Building,
338,Stratford-60-1-Wooster Middle School 120 21,651,Stratford,60,1,Wooster Middle School 120 21,
337,Stratford-70-1-Wilcoxson School 120 21,650,Stratford,70,1,Wilcoxson School 120 21,
336,Suffield-1-Suffield Middle School,653,Suffield,1,,Suffield Middle School,
335,Thompson-1-Thompson Hill Fire Station,658,Thompson,1,,Thompson Hill Fire Station,
334,Farmington-1-2-Irving Robbins School - District 1 Precinct 2,189,Farmington,1,2,Irving Robbins School,
333,Farmington-1-1-Irving Robbins School - District 1 Precinct 1,188,Farmington,1,1,Irving Robbins School,
332,Fairfield-2-34-St Pius School,185,Fairfield,2,34,St Pius School,
331,Fairfield-9-32-Sherman School,184,Fairfield,9,32,Sherman School,
330,Farmington-2-6-Community Center - District 2 Precinct 6,187,Farmington,2,6,Community Center,
329,Fairfield-4-33-Stratfield School,186,Fairfield,4,33,Stratfield School,
328,Fairfield-7-33-Holland Hill School,181,Fairfield,7,33,Holland Hill School,
327,Fairfield-3-34-Fairfield Woods Middle School,180,Fairfield,3,34,Fairfield Woods Middle School,
326,Fairfield-10-32-Mill Hill School,183,Fairfield,10,32,Mill Hill School,
325,Fairfield-6-33-McKinley School,182,Fairfield,6,33,McKinley School,
324,Thomaston-1-Crescent Gallery Former Teen Center,654,Thomaston,1,,Crescent Gallery Former Teen Center,
323,Thompson-3-Quinebaug Volunteer Fire Department,657,Thompson,3,,Quinebaug Volunteer Fire Department,
322,Thompson-4-East Thompson Fire Station,656,Thompson,4,,East Thompson Fire Station,
321,Enfield-458-Henry Barnard School,170,Enfield,458,,Henry Barnard School,
320,Enfield-459-Henry Barnard School,171,Enfield,459,,Henry Barnard School,
319,Enfield-159-J F K Middle School,173,Enfield,159,,J F K Middle School,
318,Essex-1-Essex Town Hall 01,174,Essex,1,,Essex Town Hall 01,
317,Fairfield-1-34-Dwight School,176,Fairfield,1,34,Dwight School,
316,Fairfield-8-32-Fairfield Ludlowe High School,177,Fairfield,8,32,Fairfield Ludlowe High School,
315,Fairfield-5-33-Fairfield Warde High School,178,Fairfield,5,33,Fairfield Warde High School,
314,Fairfield-3-32-Fairfield Woods Middle School,179,Fairfield,3,32,Fairfield Woods Middle School,
313,New Haven-2-2-Troup Academy,457,New Haven,2,2,Troup Academy,
312,New Haven-12-2-Ross/woodward,454,New Haven,12,2,Ross/woodward,
311,New Haven-12-1-Ross/woodward,453,New Haven,12,1,Ross/woodward,
310,New Haven-30-2-Old West Hills,452,New Haven,30,2,Old West Hills,
309,New Haven-6-3-New Horizons School 03,450,New Haven,6,3,New Horizons School 03,
308,Stamford-16-1-Turn Of River School,624,Stamford,16,1,Turn Of River School,
307,Stamford-18-2-Turn Of River School,625,Stamford,18,2,Turn Of River School,
306,Stamford-10-Westover School,626,Stamford,10,,Westover School,
305,Stamford-5-Stamford High School -Rear,620,Stamford,5,,Stamford High School,Rear
304,New Haven-4-1-Truman School,459,New Haven,4,1,Truman School,
303,Stamford-12-Stillmeadow School,623,Stamford,12,,Stillmeadow School,
302,Norwalk-143-2-Wolfpit School,516,Norwalk,143,2,Wolfpit School,
301,Norwich-6-AHEPA 110 II Apartments,517,Norwich,6,,AHEPA 110 II Apartments,
300,Norwalk-137-3-Tracey School,514,Norwalk,137,3,Tracey School,
299,Norwalk-142-3-West Rocks Middle School,515,Norwalk,142,3,West Rocks Middle School,
298,Norwalk-141-1-Roton Middle School,512,Norwalk,141,1,Roton Middle School,
297,Norwalk-137-2-St. Mary's Community Hall,513,Norwalk,137,2,St. Mary's Community Hall,
296,Norwalk-140-3-Nathaniel Ely School,510,Norwalk,140,3,Nathaniel Ely School,
295,Norwalk-142-2-Ponus Ridge Middle School,511,Norwalk,142,2,Ponus Ridge Middle School,
294,Norwich-4-John B Stanton Elementary School,518,Norwich,4,,John B Stanton Elementary School,
293,Norwich-1-John M. Moriarty School,519,Norwich,1,,John M. Moriarty School,
292,Guilford-4-Melissa Jones School,242,Guilford,4,,Melissa Jones School,
291,Haddam-2-Central Office,243,Haddam,2,,Central Office,
290,Guilford-1-Calvin Leete School,240,Guilford,1,,Calvin Leete School,
289,Guilford-3-Guilford Fire Headquarters,241,Guilford,3,,Guilford Fire Headquarters,
288,Haddam-1-Haddam Firehouse Complex,244,Haddam,1,,Haddam Firehouse Complex,
287,Haddam-3-Haddam Neck Firehouse,245,Haddam,3,,Haddam Neck Firehouse,
286,Southington-9-Tabernacle,589,Southington,9,,Tabernacle,
285,Southington-11-Strong School,588,Southington,11,,Strong School,
284,Southington-3-Derynoski School,581,Southington,3,,Derynoski School,
283,Southington-6-De Paolo School,580,Southington,6,,De Paolo School,
282,Southington-4-Hatton School,583,Southington,4,,Hatton School,
281,Southington-5-Flanders School,582,Southington,5,,Flanders School,
280,Southington-2-Kennedy School,585,Southington,2,,Kennedy School,
279,Southington-7-Kelley School,584,Southington,7,,Kelley School,
278,Southington-1-South End School,587,Southington,1,,South End School,
277,Southington-10-Plantsville School,586,Southington,10,,Plantsville School,
276,Stamford-19-Davenport Ridge School,601,Stamford,19,,Davenport Ridge School,
275,Ansonia-7-Ward 7 Mead School,7,Ansonia,7,,Ward 7 Mead School,
274,Marlborough-1-Elmer Thienes Mary Hall Elementrary School,798,Marlborough,1,,Elmer Thienes Mary Hall Elementrary School,
273,Westport-143-1-Saugatuck Elementary School Gym,749,Westport,143,1,Saugatuck Elementary School Gym,
272,Stamford-7-2-Agudath Sholom,929,Stamford,7,2,Agudath Sholom,
271,Canterbury-1-Canterbury Town Hall,84,Canterbury,1,,Canterbury Town Hall,
270,Cheshire-3-Artsplace - District 3,87,Cheshire,3,,Artsplace,
269,Chaplin-1-Chaplin Volunteer Fire Department,86,Chaplin,1,,Chaplin Volunteer Fire Department,
268,Brooklyn-1-Brooklyn Middle School,81,Brooklyn,1,,Brooklyn Middle School,
267,Brookfield-1-Huckleberry Hill School,80,Brookfield,1,,Huckleberry Hill School,
266,Canaan-1-Canaan Town Hall,83,Canaan,1,,Canaan Town Hall,
265,Burlington-1-Town Hall,82,Burlington,1,,Town Hall,
264,New Britain-3-Roosevelt Middle School,394,New Britain,3,,Roosevelt Middle School,
263,New Britain-5-1-School Apartments,395,New Britain,5,1,School Apartments,
262,New Britain-15-Slade Middle School,396,New Britain,15,,Slade Middle School,
261,New Britain-8-Smalley Academy,397,New Britain,8,,Smalley Academy,
260,Cheshire-1-Cheshire High School - Dist. 1,89,Cheshire,1,,Cheshire High School,
259,Cheshire-2-Chapman School - Dist. 2,88,Cheshire,2,,Chapman School,
258,New Britain-5-New Britain Senior Center,392,New Britain,5,,New Britain Senior Center,
257,New Britain-12-Pulaski Middle School,393,New Britain,12,,Pulaski Middle School,
256,Waterbury-72-4-Regan School,703,Waterbury,72,4,Regan School,
255,Waterbury-72-2-Reed School,702,Waterbury,72,2,Reed School,
254,Stamford-21-Scofield Middle School,618,Stamford,21,,Scofield Middle School,
253,Waterbury-75-3-Maloney School,700,Waterbury,75,3,Maloney School,
252,Waterbury-75-2-Washington Park House,707,Waterbury,75,2,Washington Park House,
251,Waterbury-71-3-Tinker School,706,Waterbury,71,3,Tinker School,
250,Waterbury-73-4-Sprague School,705,Waterbury,73,4,Sprague School,
249,Waterbury-74-3-Saint Peter And Paul School,704,Waterbury,74,3,Saint Peter And Paul School,
248,Waterbury-74-4-Wendell Cross School 15/3,709,Waterbury,74,4,Wendell Cross School 15/3,
247,Waterbury-75-4-Washington School,708,Waterbury,75,4,Washington School,
246,Naugatuck-1-3-Andrew Avenue School A,376,Naugatuck,1,3,Andrew Avenue School A,
245,Naugatuck-2-1-Central Avenue School,377,Naugatuck,2,1,Central Avenue School,
244,Morris-1-Morris Community Hall,374,Morris,1,,Morris Community Hall,
243,Naugatuck-1-2-Andrew Avenue School,375,Naugatuck,1,2,Andrew Avenue School,
242,Montville-1-Town Hall-Gym-1,372,Montville,1,,Town Hall,Gym
241,Montville-6-Town Hall-Gym-6,373,Montville,6,,Town Hall,Gym
240,Montville-5-Mohegan Elemantary School,370,Montville,5,,Mohegan Elemantary School,
239,Montville-2-Mohegan Elementary School,371,Montville,2,,Mohegan Elementary School,
238,East Haven-5-Foxon Firehouse Clubhouse 5,829,East Haven,5,,Foxon Firehouse Clubhouse 5,
237,Naugatuck-3-2-City Hill Middle School,378,Naugatuck,3,2,City Hill Middle School,
236,Naugatuck-1-1-Cross Street School - A,379,Naugatuck,1,1,Cross Street School,A
235,Wilton-2-Cider Mill School - District 2,758,Wilton,2,,Cider Mill School,
234,Sterling-1-Sterling Municipal Building,628,Sterling,1,,Sterling Municipal Building,
233,New Haven-14-1-Atwater Senior Center 01,408,New Haven,14,1,Atwater Senior Center 01,
232,Stonington-4-BF Hoxie Engine Company,629,Stonington,4,,BF Hoxie Engine Company,
231,New Britain-1-Vance Village School,400,New Britain,1,,Vance Village School,
230,New Canaan-1-New Canaan High School Gym,401,New Canaan,1,,New Canaan High School Gym,
229,New Canaan-2-Saxe Middle School North,402,New Canaan,2,,Saxe Middle School North,
228,New Canaan-3-Saxe Middle School South,403,New Canaan,3,,Saxe Middle School South,
227,New Fairfield-2-Co A Firehouse,404,New Fairfield,2,,Co A Firehouse,
226,New Fairfield-1-Meeting House Hill School,405,New Fairfield,1,,Meeting House Hill School,
225,New Hartford-1-New Hartford Town Hall,406,New Hartford,1,,New Hartford Town Hall,
224,New Hartford-2-South End Firehouse,407,New Hartford,2,,South End Firehouse,
223,Bloomfield-5-Laurel Elementary School,29,Bloomfield,5,,Laurel Elementary School,
222,Bloomfield-3-Carmen Arace Middle School,28,Bloomfield,3,,Carmen Arace Middle School,
221,Bethel-3-Frank A. Berry School - 3,23,Bethel,3,,Frank A. Berry School,
220,Bethel-4-Bethel Municipal Center 4,22,Bethel,4,,Bethel Municipal Center 4,
219,Bethel-1-Bethel Municipal Center 1,21,Bethel,1,,Bethel Municipal Center 1,
218,Bethany-1-Town Hall,20,Bethany,1,,Town Hall,
217,Bloomfield-2-Bloomfield High School,27,Bloomfield,2,,Bloomfield High School,
216,Bethlehem-1-Bethlehem Town Office Building,26,Bethlehem,1,,Bethlehem Town Office Building,
215,Bethel-2-Stony Hill Fire House -2,25,Bethel,2,,Stony Hill Fire House,
214,Bethel-5-Frank A. Berry School - 5,24,Bethel,5,,Frank A. Berry School,
213,Newtown-3-2-Reed Intermediate School,493,Newtown,3,2,Reed Intermediate School,
212,Newtown-2-Reed Intermediate School,492,Newtown,2,,Reed Intermediate School,
211,Newtown-1-5-Middle School Gym A,491,Newtown,1,5,Middle School Gym A,
210,Newtown-1-Middle School Gym A,490,Newtown,1,,Middle School Gym A,
209,Durham-4-Korn School 3,138,Durham,4,,Korn School 3,
208,Eastford-1-Eastford Town Hall-Lower Level,139,Eastford,1,,Eastford Town Hall,Lower Level
207,North Branford-1-Jerome Harrison Elementary School,495,North Branford,1,,Jerome Harrison Elementary School,
206,Norfolk-1-Town Hall,494,Norfolk,1,,Town Hall,
205,Derby-4-Irving Elementary School,134,Derby,4,,Irving Elementary School,
204,Derby-5-Irving School-105,135,Derby,5,,Irving School,105
203,Durham-2-Korn School 1,136,Durham,2,,Korn School 1,
202,Durham-3-Korn School 2,137,Durham,3,,Korn School 2,
201,Darien-5-District 5 - Darien Town Hall,130,Darien,5,,Darien Town Hall,
200,Darien-6-District 6 - 35 Leroy Avenue Municipal Building,131,Darien,6,,35 Leroy Avenue Municipal Building,
199,Deep River-1-Community Room Deep River Library,132,Deep River,1,,Community Room Deep River Library,
198,Derby-14-Bradley Elementary School,133,Derby,14,,Bradley Elementary School,
197,Stamford-8-Stillmeadow School,622,Stamford,8,,Stillmeadow School,
196,Wallingford-4-Dag Hammarskjold Middle School,682,Wallingford,4,,Dag Hammarskjold Middle School,
195,Wallingford-2-Evarts C. Stevens School,683,Wallingford,2,,Evarts C. Stevens School,
194,Voluntown-1-Town Hall,680,Voluntown,1,,Town Hall,
193,Wallingford-5-Cook Hill School,681,Wallingford,5,,Cook Hill School,
192,Wallingford-1-Pond Hill School,686,Wallingford,1,,Pond Hill School,
191,Wallingford-9-Rock Hill School,687,Wallingford,9,,Rock Hill School,
190,Wallingford-3-Moses Y. Beach School,684,Wallingford,3,,Moses Y. Beach School,
189,Wallingford-6-Parker Farms School,685,Wallingford,6,,Parker Farms School,
188,Wallingford-8-Wallingford Senior Center,688,Wallingford,8,,Wallingford Senior Center,
187,Wallingford-7-Yalesville Elementary School,689,Wallingford,7,,Yalesville Elementary School,
186,Greenwich-1-Central Absentee Ballot Counting 1-6A 150,945,Greenwich,1,,Central Absentee Ballot Counting 1,6A 150
185,Greenwich-1-Central Absentee Ballot Counting 1-6A 149,944,Greenwich,1,,Central Absentee Ballot Counting 1,6A 149
184,Greenwich-7-Central Absentee Ballot Counting 7-12 149,947,Greenwich,7,,Central Absentee Ballot Counting 7,12 149
183,Greenwich-1-Central Absentee Ballot Counting 1-6A 151,946,Greenwich,1,,Central Absentee Ballot Counting 1,6A 151
182,Greenwich-1-EDR Districts 1-6A 149,949,Greenwich,1,,EDR Districts 1,6A 149
181,Greenwich-7-Central Absentee Ballot Counting 7-12 151,948,Greenwich,7,,Central Absentee Ballot Counting 7,12 151
180,East Hartford-4-Silver Lane School,149,East Hartford,4,,Silver Lane School,
179,East Hartford-7-Saint Christopher Church Hall,148,East Hartford,7,,Saint Christopher Church Hall,
178,Stamford-9-Salvation Army Community Center,617,Stamford,9,,Salvation Army Community Center,
177,Stamford-6-1-Saint Bridget Church Hall,616,Stamford,6,1,Saint Bridget Church Hall,
176,Stamford-20-1-Northeast School,611,Stamford,20,1,Northeast School,
175,Stamford-3-Murphy School,610,Stamford,3,,Murphy School,
174,Stamford-13-Rippowam Middle School,613,Stamford,13,,Rippowam Middle School,
173,Stamford-1-Our Lady Star Of The Sea,612,Stamford,1,,Our Lady Star Of The Sea,
172,East Haddam-1-Nathan Hale Ray High School,141,East Haddam,1,,Nathan Hale Ray High School,
171,East Granby-1-East Granby Community Center-1,140,East Granby,1,,East Granby Community Center,
170,East Hartford-1-Anna Norris School,143,East Hartford,1,,Anna Norris School,
169,East Hampton-1-East Hampton Middle School,142,East Hampton,1,,East Hampton Middle School,
168,East Hartford-5-Hockanum School,145,East Hartford,5,,Hockanum School,
167,East Hartford-6-Goodwin School,144,East Hartford,6,,Goodwin School,
166,East Hartford-3-Mayberry School,147,East Hartford,3,,Mayberry School,
165,East Hartford-2-Langford School,146,East Hartford,2,,Langford School,
164,Stamford-17-Roxbury School,614,Stamford,17,,Roxbury School,
163,Andover-1-Andover Town Hall,1,Andover,1,,Andover Town Hall,
162,Groton-4-Mary Morrisson Elementary School,233,Groton,4,,Mary Morrisson Elementary School,
161,Groton-1-Groton Public Library,232,Groton,1,,Groton Public Library,
160,Groton-3-City Of Groton Municipal Building,231,Groton,3,,City Of Groton Municipal Building,
159,Griswold-2-Pachaug Town Hall,230,Griswold,2,,Pachaug Town Hall,
158,Groton-2-West Side Middle School,237,Groton,2,,West Side Middle School,
157,Groton-5-School Administration Bldg,236,Groton,5,,School Administration Bldg,
156,Groton-6-S B Butler School,235,Groton,6,,S B Butler School,
155,Groton-7-Robert E Fitch Sr High School,234,Groton,7,,Robert E Fitch Sr High School,
154,Guilford-2-Abraham Baldwin School,239,Guilford,2,,Abraham Baldwin School,
153,Guilford-5-A.W. Cox School,238,Guilford,5,,A.W. Cox School,
152,Ridgefield-4-Scotts Ridge Middle School - 4,552,Ridgefield,4,,Scotts Ridge Middle School,
151,Ridgefield-3-Yanity Gym - 3,553,Ridgefield,3,,Yanity Gym,
150,Ridgefield-1-East Ridge Middle School - 1,550,Ridgefield,1,,East Ridge Middle School,
149,Ridgefield-2-Scotts Ridge Middle School - 2,551,Ridgefield,2,,Scotts Ridge Middle School,
148,Rocky Hill-1-West Hill School,557,Rocky Hill,1,,West Hill School,
147,Rocky Hill-3-Griswold Middle School,554,Rocky Hill,3,,Griswold Middle School,
146,Rocky Hill-2-Rocky Hill Community Center,555,Rocky Hill,2,,Rocky Hill Community Center,
145,Westport-136-3-Long Lots Elementary School Gym,747,Westport,136,3,Long Lots Elementary School Gym,
144,Westport-136-5-Greens Farms Elementary School Gym,746,Westport,136,5,Greens Farms Elementary School Gym,
143,Roxbury-1-Roxbury Town Hall,558,Roxbury,1,,Roxbury Town Hall,
142,Salem-1-Salem Town Office Building,559,Salem,1,,Salem Town Office Building,
141,Weston-1-Weston Middle School - 28,743,Weston,1,,Weston Middle School,28
140,Weston-2-Weston Middle School - 26,742,Weston,2,,Weston Middle School,26
139,West Haven-3-Washington School,741,West Haven,3,,Washington School,
138,West Haven-2-Surfside Senior Housing,740,West Haven,2,,Surfside Senior Housing,
137,Windham-8-Elks,814,Windham,8,,Elks,
136,Clinton-2-Andrews Memorial Town Hall,96,Clinton,2,,Andrews Memorial Town Hall,
135,Colchester-2-Assembly Of God Hall,97,Colchester,2,,Assembly Of God Hall,
134,Chester-1-Chester Town Office Building,94,Chester,1,,Chester Town Office Building,
133,Clinton-1-Andrews Memorial Town Hall,95,Clinton,1,,Andrews Memorial Town Hall,
132,Cheshire-6-Highland School - Dist. 6,92,Cheshire,6,,Highland School,
131,Cheshire-4-Norton School - Dist. 4,93,Cheshire,4,,Norton School,
130,Cheshire-7-Dodd Middle School - Dist. 7,90,Cheshire,7,,Dodd Middle School,
129,Cheshire-5-Doolittle School - Dist. 5,91,Cheshire,5,,Doolittle School,
128,Colchester-4-Assembly Of God Hall,98,Colchester,4,,Assembly Of God Hall,
127,Colchester-3-Bacon Academy,99,Colchester,3,,Bacon Academy,
126,Ansonia-3-1-Ward 3 Holy Rosary Church,6,Ansonia,3,1,Ward 3 Holy Rosary Church,
125,Westport-136-1-Saugatuck Elementary School Gym,748,Westport,136,1,Saugatuck Elementary School Gym,
124,Willington-1-The Town Office Building,858,Willington,1,,The Town Office Building,
123,Stratford-60-11-Wooster Middle School 121-21,853,Stratford,60,11,Wooster Middle School 121,21
122,Stratford-40-11-Franklin School 121-21,851,Stratford,40,11,Franklin School 121,21
121,Stratford-30-11-Johnson House 121-21,850,Stratford,30,11,Johnson House 121,21
120,Woodbury-2-Senior/ Community Center -- Activity Room,857,Woodbury,2,,Senior/ Community Center,Activity Room
119,Woodbury-1-Senior/ Community Center - O&G Room,856,Woodbury,1,,Senior/ Community Center,O&G Room
118,Stratford-90-21-Bunnell High Scool 122-21,855,Stratford,90,21,Bunnell High Scool 122,21
117,Stratford-80-1-Chapel Street School 120-21,854,Stratford,80,1,Chapel Street School 120,21
116,Westport-136-4-Greens Farms Elementary School Auditorium,745,Westport,136,4,Greens Farms Elementary School Auditorium,
115,Westport-136-2-Coleytown Middle School Gym,744,Westport,136,2,Coleytown Middle School Gym,
114,Meriden-8-New Life Church,333,Meriden,8,,New Life Church,
113,Meriden-3-John Barry School,330,Meriden,3,,John Barry School,
112,Meriden-13-Lincoln Middle School,331,Meriden,13,,Lincoln Middle School,
111,Meriden-4-St. Rose Community Center,336,Meriden,4,,St. Rose Community Center,
110,Meriden-6-Washington Middle School,337,Meriden,6,,Washington Middle School,
109,Meriden-5-Sherman Avenue Firehouse,334,Meriden,5,,Sherman Avenue Firehouse,
108,Meriden-10-St. John Lutheran Church,335,Meriden,10,,St. John Lutheran Church,
107,Middlebury-2-Shepardson Community Center 002,338,Middlebury,2,,Shepardson Community Center 002,
106,Middlebury-1-Shepardson Community Center 01,339,Middlebury,1,,Shepardson Community Center 01,
105,New Haven-15-1-Clinton Avenue School,430,New Haven,15,1,Clinton Avenue School,
104,New Haven-17-Firehouse Woodward,433,New Haven,17,,Firehouse Woodward,
103,New Haven-7-2-Hall Of Records 02,435,New Haven,7,2,Hall Of Records 02,
102,New Haven-16-John S. Martinez School,437,New Haven,16,,John S. Martinez School,
101,New Haven-28-Hillhouse High School,436,New Haven,28,,Hillhouse High School,
100,New Haven-21-1-King-Robinson School,439,New Haven,21,1,King Robinson School,
99,Stratford-20-1-Stratford High School 120 21,647,Stratford,20,1,Stratford High School 120 21,
98,Stratford-50-11-Nichols School 121 21,645,Stratford,50,11,Nichols School 121 21,
97,Stratford-11-11-Lordship Elementary School 121 21,643,Stratford,11,11,Lordship Elementary School 121 21,
96,Stratford-30-13-Johnson House 121 23,641,Stratford,30,13,Johnson House 121 23,
95,Branford-4-Branford Fire Headquarters,35,Branford,4,,Branford Fire Headquarters,
94,Branford-1-Community House,36,Branford,1,,Community House,
93,Branford-5-Indian Neck School,37,Branford,5,,Indian Neck School,
92,Bloomfield-1-Leisure Services Gym,31,Bloomfield,1,,Leisure Services Gym,
91,Bloomfield-4-Metacomet Elementary School,32,Bloomfield,4,,Metacomet Elementary School,
90,Bolton-1-Town Hall,33,Bolton,1,,Town Hall,
89,Litchfield-1-Litchfield Fire House,905,Litchfield,1,,Litchfield Fire House,
88,Litchfield-3-Bantam Borough Hall,907,Litchfield,3,,Bantam Borough Hall,
87,Litchfield-2-Northfield Fire House,906,Litchfield,2,,Northfield Fire House,
86,Branford-6-Mary T. Murphy School,38,Branford,6,,Mary T. Murphy School,
85,Branford-3-Orchard House,39,Branford,3,,Orchard House,
84,Danbury-1-9-Danbury High School Gym,107,Danbury,1,9,Danbury High School Gym,
